entry_idx,exit_idx,pnl
39,40,265.5776206485102
41,42,-6.3070217319777075
43,44,-6.340922596100744
45,46,-5.681303334252224
60,61,-6.481841773506616
100,101,-13.399841730284486
113,114,10.355895756844967
115,116,5.183413580895952
141,144,55.78629922398393
166,167,39.12392354951502
174,175,-22.63871410184606
176,177,-65.10924760503401
178,179,34.281539474632375
182,183,26.080584850693032
201,202,44.918083612673776
203,204,47.98088759896371
209,213,83.54565981649017
216,217,-52.13884355642152
219,220,26.483049460873143
221,222,-48.60704508215246
236,237,-24.435582321245466
238,239,49.71442755109649
248,249,49.48433571783208
263,265,-61.40370000176333
266,267,18.156111878951588
268,269,66.098253178812
270,271,22.812483796928227
282,283,89.31355245131394
284,285,-122.28177150252952
286,287,-16.207104330160156
295,296,22.496609776582797
305,306,9.044393769564847
307,308,-66.48029646944755
336,337,22.38860238540113
339,340,68.26317259319428
344,345,62.27422261587212
355,356,-29.15424661687595
357,358,97.1836584806661
401,402,19.616258585038633
403,404,-48.16751985504589
407,408,-18.50069176749803
423,424,60.20128806589465
439,440,2.986759203312973
441,442,84.1432381430297
472,473,-36.995673251537426
474,475,-6.1121645640224855
476,477,64.1187843062744
497,498,-19.921971923624813
512,513,64.48132710564326
532,533,109.29872405484865
542,543,18.70399537459561
548,549,67.3807759596015
550,551,94.03509913428184
556,557,98.21861803619946
579,586,63.115734080699696
594,595,6.810500360174727
608,609,48.23626723902873
610,611,-41.75450067278832
627,628,-39.73856270760796
630,631,25.4609139885657
639,640,-24.3027399998309
651,652,112.50682927791503
685,686,83.21099186923242
687,688,71.82003042578273
692,694,115.06245323040895
699,700,42.89948502282651
704,705,114.55951997336173
712,713,81.32682358478644
717,718,80.35545917607153
724,725,49.20531779316933
726,727,-8.282411593938129
729,730,57.07810922143465
741,742,-42.438700824832026
743,744,-99.01778589673775
745,746,79.57327002258504
759,760,79.61751041932584
813,814,-137.12390792161747
815,816,50.13856851809873
826,827,-28.827990688947303
831,832,18.420397637562715
836,837,10.963119153763076
838,839,32.13017560908185
860,861,1.845606182136224
862,863,22.759459787688133
873,874,83.801471995687
876,877,-56.69087577608723
879,880,27.900654465276553
890,891,-13.394681643582416
892,893,3.090708710135124
894,895,-19.554221322732914
896,897,29.397169005368006
898,899,-32.544831335759596
914,915,-485.33253549278055
916,917,31.64341967919564
930,931,29.02653232994625
950,951,145.34516380968802
955,956,-9.673794056474913
962,963,58.49206570754863
964,965,80.30967846573952
967,968,-47.6248974564711
995,996,53.564253721586354
1002,1003,23.89411762386653
1009,1010,-49.43769828363498
1028,1029,-51.87879784421993
1030,1031,-30.935013008760638
1032,1033,29.517878595647144
1043,1044,-59.14024329041559
1045,1046,0.37245030954817954
1063,1064,-0.9943160636931659
1098,1099,94.59770956318104
1101,1102,52.06616525639869
1104,1105,-12.221623052797224
1107,1108,6.692736924645752
1109,1110,-44.92940998054119
1140,1141,39.695509763099565
1147,1148,58.15527645038427
1154,1155,-5.229190523214784
1156,1157,-87.58603705107178
1158,1159,-52.90696888966385
1175,1176,-14.092284078199517
1177,1178,21.897954116942078
1179,1180,40.4332170933995
1204,1205,130.8084344871239
1206,1207,-11.399052111315155
1208,1209,70.07826939618342
1233,1234,133.86097160653824
1237,1238,8.371142393372235
1240,1241,20.008131671980845
1261,1263,92.04295275339663
1275,1276,-46.43527939907862
1277,1278,-34.595443993187786
1292,1293,33.16209203996637
1316,1317,110.49533104669278
1319,1320,185.11333864494873
1354,1355,50.990869500499365
1361,1362,17.51159311704325
1365,1366,-18.566749670584098
1368,1369,44.841082280763025
1382,1383,-50.739933619411794
1390,1391,-156.21681188574686
1403,1404,7.483374216975821
1407,1409,78.41874169160428
1427,1428,65.20672615982127
1436,1437,-127.5267920757937
